# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
213 0.000000 0 0.7825 0.5210 0.3410 0.9627 0.3586 0.0000 804.639 27.474 294.169
214 0.000000 0 0.7824 0.5211 0.3410 0.9627 0.3586 0.0000 804.660 27.480 294.155
215 0.000000 0 0.7824 0.5211 0.3410 0.9627 0.3586 0.0000 804.691 27.490 294.133
216 0.000000 0 0.7824 0.5211 0.3410 0.9627 0.3586 0.0000 804.702 27.494 294.126
217 0.000000 0 0.7824 0.5212 0.3410 0.9627 0.3586 0.0000 804.723 27.501 294.111
218 0.000000 0 0.7824 0.5212 0.3409 0.9627 0.3586 0.0000 804.743 27.508 294.097
219 0.000000 0 0.7824 0.5212 0.3409 0.9627 0.3586 0.0000 804.753 27.512 294.089
220 0.000000 0 0.7824 0.5212 0.3409 0.9627 0.3586 0.0000 804.763 27.516 294.082
221 0.000000 0 0.7823 0.5212 0.3409 0.9627 0.3586 0.0000 804.784 27.524 294.067
222 0.000000 0 0.7823 0.5213 0.3409 0.9627 0.3586 0.0000 804.804 27.532 294.052
223 0.000000 0 0.7823 0.5213 0.3409 0.9627 0.3586 0.0000 804.805 27.533 294.051
224 0.000000 0 0.7823 0.5213 0.3409 0.9627 0.3586 0.0000 804.824 27.541 294.036
225 0.000000 0 0.7823 0.5213 0.3409 0.9627 0.3586 0.0000 804.844 27.551 294.021
226 0.000000 0 0.7823 0.5214 0.3409 0.9627 0.3586 0.0000 804.854 27.556 294.013
227 0.000000 0 0.7823 0.5214 0.3409 0.9627 0.3586 0.0000 804.874 27.566 293.998
228 0.000000 0 0.7822 0.5214 0.3409 0.9627 0.3586 0.0000 804.894 27.577 293.982
229 0.000000 0 0.7822 0.5214 0.3409 0.9627 0.3586 0.0000 804.914 27.588 293.966
230 0.000000 0 0.7822 0.5214 0.3409 0.9627 0.3586 0.0000 804.915 27.588 293.966
231 0.000000 0 0.7822 0.5215 0.3409 0.9627 0.3586 0.0000 804.933 27.599 293.951
232 0.000000 0 0.7822 0.5215 0.3409 0.9627 0.3586 0.0000 804.952 27.611 293.935
233 0.000000 0 0.7822 0.5215 0.3409 0.9627 0.3586 0.0000 804.962 27.617 293.927
234 0.000000 0 0.7822 0.5215 0.3409 0.9627 0.3586 0.0000 804.981 27.629 293.911
235 0.000000 0 0.7821 0.5216 0.3409 0.9627 0.3586 0.0000 805.000 27.641 293.895
236 0.000000 0 0.7821 0.5216 0.3409 0.9627 0.3586 0.0000 805.001 27.642 293.895
237 0.000000 0 0.7821 0.5216 0.3409 0.9627 0.3586 0.0000 805.019 27.654 293.879
238 0.000000 0 0.7821 0.5216 0.3409 0.9627 0.3586 0.0000 805.029 27.660 293.871
239 0.000000 0 0.7821 0.5216 0.3409 0.9627 0.3586 0.0000 805.048 27.672 293.855
240 0.000000 0 0.7821 0.5216 0.3409 0.9627 0.3586 0.0000 805.048 27.672 293.854
241 0.000000 0 0.7821 0.5217 0.3409 0.9627 0.3586 0.0000 805.066 27.684 293.839
242 0.000000 0 0.7821 0.5217 0.3409 0.9627 0.3586 0.0000 805.076 27.690 293.830
243 0.000000 0 0.7821 0.5217 0.3409 0.9627 0.3586 0.0000 805.094 27.701 293.814
244 0.000000 0 0.7821 0.5217 0.3409 0.9627 0.3586 0.0000 805.095 27.702 293.813
245 0.000000 0 0.7820 0.5217 0.3409 0.9627 0.3586 0.0000 805.114 27.713 293.797
246 0.000000 0 0.7820 0.5218 0.3409 0.9627 0.3586 0.0000 805.123 27.718 293.789
247 0.000000 0 0.7820 0.5218 0.3409 0.9627 0.3586 0.0000 805.150 27.733 293.765
248 0.000000 0 0.7820 0.5218 0.3409 0.9627 0.3586 0.0000 805.151 27.734 293.764
249 0.000000 0 0.7820 0.5218 0.3409 0.9627 0.3586 0.0000 805.169 27.743 293.748
250 0.000000 0 0.7820 0.5218 0.3409 0.9627 0.3586 0.0000 805.169 27.744 293.747
251 0.000000 0 0.7820 0.5218 0.3409 0.9627 0.3586 0.0000 805.178 27.748 293.740
252 0.000000 0 0.7820 0.5219 0.3409 0.9627 0.3586 0.0000 805.187 27.753 293.731
253 0.000000 0 0.7820 0.5219 0.3409 0.9627 0.3586 0.0000 805.196 27.757 293.723
254 0.000000 0 0.7820 0.5219 0.3409 0.9627 0.3586 0.0000 805.206 27.762 293.715
255 0.000000 0 0.7819 0.5219 0.3409 0.9627 0.3586 0.0000 805.215 27.766 293.707
256 0.000000 0 0.7819 0.5219 0.3409 0.9627 0.3586 0.0000 805.225 27.771 293.697
257 0.000000 0 0.7819 0.5220 0.3408 0.9627 0.3586 0.0000 805.243 27.779 293.681
258 0.000000 0 0.7819 0.5220 0.3408 0.9627 0.3586 0.0000 805.244 27.779 293.680
259 0.000000 0 0.7819 0.5220 0.3408 0.9627 0.3586 0.0000 805.261 27.786 293.665
260 0.000000 0 0.7819 0.5220 0.3408 0.9627 0.3586 0.0000 805.263 27.787 293.664
261 0.000000 0 0.7819 0.5220 0.3408 0.9627 0.3586 0.0000 805.270 27.790 293.657
262 0.000000 0 0.7819 0.5220 0.3408 0.9627 0.3586 0.0000 805.289 27.798 293.640
263 0.000000 0 0.7819 0.5220 0.3408 0.9627 0.3586 0.0000 805.291 27.798 293.639
264 0.000000 0 0.7819 0.5221 0.3408 0.9627 0.3586 0.0000 805.307 27.805 293.624
