# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
187 8.5617 866.918422 0.004578 1.30900002 127.992355 22.357338 127.905739 0.000000 0.000000
188 8.3135 866.926735 0.004578 1.30900002 127.992332 22.357338 127.905762 0.000000 0.000000
189 8.1548 866.934890 0.004578 1.30900002 127.992302 22.357338 127.905785 0.000000 0.000000
190 8.3447 866.943235 0.004578 1.30900002 127.992271 22.357338 127.905807 0.000000 0.000000
191 8.3063 866.951541 0.004578 1.30900002 127.992249 22.357336 127.905838 0.000000 0.000000
192 8.3575 866.959899 0.004578 1.30900002 127.992218 22.357334 127.905853 0.000000 0.000000
193 8.2747 866.968173 0.004578 1.30900002 127.992188 22.357334 127.905884 0.000000 0.000000
194 8.3823 866.976555 0.004578 1.30900002 127.992157 22.357330 127.905907 0.000000 0.000000
195 8.2935 866.984849 0.004578 1.30900002 127.992119 22.357330 127.905922 0.000000 0.000000
196 8.3655 866.993214 0.004578 1.30900002 127.992088 22.357330 127.905945 0.000000 0.000000
197 8.3183 867.001533 0.004578 1.30900002 127.992058 22.357328 127.905968 0.000000 0.000000
198 8.3362 867.009869 0.004578 1.30900002 127.992027 22.357327 127.905991 0.000000 0.000000
199 8.5291 867.018398 0.004578 1.30900002 127.991997 22.357325 127.906013 0.000000 0.000000
200 8.2382 867.026636 0.004578 1.30900002 127.991966 22.357325 127.906044 0.000000 0.000000
201 8.1974 867.034834 0.004578 1.30900002 127.991936 22.357323 127.906059 0.000000 0.000000
202 8.3859 867.043219 0.004578 1.30900002 127.991913 22.357323 127.906082 0.000000 0.000000
203 8.3230 867.051543 0.004578 1.30900002 127.991875 22.357323 127.906113 0.000000 0.000000
204 8.3113 867.059854 0.004578 1.30900002 127.991844 22.357321 127.906128 0.000000 0.000000
205 8.5451 867.068399 0.004578 1.30900002 127.991814 22.357319 127.906158 0.000000 0.000000
206 8.1493 867.076548 0.004578 1.30900002 127.991791 22.357319 127.906174 0.000000 0.000000
207 8.3200 867.084868 0.004578 1.30900002 127.991745 22.357315 127.906197 0.000000 0.000000
208 8.3376 867.093206 0.004578 1.30900002 127.991730 22.357315 127.906227 0.000000 0.000000
209 8.2993 867.101505 0.004578 1.30900002 127.991692 22.357315 127.906250 0.000000 0.000000
210 8.4139 867.109919 0.004578 1.30900002 127.991669 22.357313 127.906265 0.000000 0.000000
211 8.2875 867.118207 0.004578 1.30900002 127.991631 22.357313 127.906296 0.000000 0.000000
212 8.3133 867.126520 0.004578 1.30900002 127.991600 22.357311 127.906311 0.000000 0.000000
213 8.3684 867.134888 0.004578 1.30900002 127.991570 22.357311 127.906334 0.000000 0.000000
214 8.3095 867.143198 0.004578 1.30900002 127.991547 22.357309 127.906357 0.000000 0.000000
215 8.3169 867.151515 0.004578 1.30900002 127.991508 22.357307 127.906380 0.000000 0.000000
216 8.3882 867.159903 0.004578 1.30900002 127.991486 22.357307 127.906403 0.000000 0.000000
217 8.3282 867.168231 0.004578 1.30900002 127.991447 22.357306 127.906425 0.000000 0.000000
218 8.3157 867.176547 0.004578 1.30900002 127.991417 22.357304 127.906448 0.000000 0.000000
219 8.3066 867.184853 0.004578 1.30900002 127.991394 22.357304 127.906479 0.000000 0.000000
220 8.5752 867.193428 0.004578 1.30900002 127.991356 22.357304 127.906494 0.000000 0.000000
221 8.2960 867.201724 0.004578 1.30900002 127.991333 22.357302 127.906525 0.000000 0.000000
222 8.1652 867.209890 0.004578 1.30900002 127.991295 22.357300 127.906540 0.000000 0.000000
223 8.3928 867.218282 0.004578 1.30900002 127.991264 22.357300 127.906563 0.000000 0.000000
224 8.2730 867.226556 0.004578 1.30900002 127.991234 22.357298 127.906586 0.000000 0.000000
225 8.2825 867.234838 0.004578 1.30900002 127.991211 22.357296 127.906616 0.000000 0.000000
226 8.3692 867.243207 0.004578 1.30900002 127.991180 22.357296 127.906639 0.000000 0.000000
227 8.3105 867.251518 0.004578 1.30900002 127.991142 22.357294 127.906654 0.000000 0.000000
228 8.3040 867.259822 0.004578 1.30900002 127.991119 22.357292 127.906677 0.000000 0.000000
229 8.3692 867.268191 0.004578 1.30900002 127.991089 22.357292 127.906700 0.000000 0.000000
230 8.3075 867.276498 0.004578 1.30900002 127.991051 22.357290 127.906731 0.000000 0.000000
231 8.3845 867.284883 0.004951 1.30900002 127.991020 22.357290 127.906754 0.000000 0.000000
232 8.3262 867.293209 0.004951 1.30900002 127.990990 22.357288 127.906769 0.000000 0.000000
233 8.6132 867.301822 0.004578 1.30900002 127.990959 22.357288 127.906799 0.000000 0.000000
234 8.0239 867.309846 0.004578 1.30900002 127.990921 22.357285 127.906815 0.000000 0.000000
235 8.3834 867.318230 0.004578 1.30900002 127.990898 22.357285 127.906845 0.000000 0.000000
236 8.2595 867.326489 0.004578 1.30900002 127.990860 22.357285 127.906860 0.000000 0.000000
237 8.3648 867.334854 0.004578 1.30900002 127.990837 22.357283 127.906883 0.000000 0.000000
238 8.3717 867.343226 0.004578 1.30900002 127.990799 22.357281 127.906906 0.000000 0.000000
239 8.2969 867.351522 0.004578 1.30900002 127.990768 22.357281 127.906929 0.000000 0.000000
240 8.3719 867.359894 0.004578 1.30900002 127.990738 22.357281 127.906960 0.000000 0.000000
241 8.2870 867.368181 0.004578 1.30900002 127.990707 22.357277 127.906975 0.000000 0.000000
242 8.3546 867.376536 0.004578 1.30900002 127.990677 22.357277 127.906998 0.000000 0.000000
243 8.3573 867.384893 0.004951 1.30900002 127.990646 22.357273 127.907028 0.000000 0.000000
244 8.2724 867.393166 0.004951 1.30900002 127.990616 22.357273 127.907043 0.000000 0.000000
245 8.3768 867.401542 0.004578 1.30900002 127.990578 22.357273 127.907066 0.000000 0.000000
246 8.3644 867.409907 0.004578 1.30900002 127.990555 22.357273 127.907089 0.000000 0.000000
247 8.3770 867.418284 0.004578 1.30900002 127.990524 22.357271 127.907112 0.000000 0.000000
248 8.2375 867.426521 0.004578 1.30900002 127.990494 22.357269 127.907143 0.000000 0.000000
249 8.6122 867.435134 0.004578 1.30900002 127.990456 22.357269 127.907158 0.000000 0.000000
250 8.2504 867.443384 0.004578 1.30900002 127.990425 22.357269 127.907181 0.000000 0.000000
251 8.1758 867.451560 0.004578 1.30900002 127.990402 22.357267 127.907211 0.000000 0.000000
