# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
207 8.6892 866.919120 0.004578 1.30900002 127.991814 22.357319 127.906158 0.000000 0.000000
208 8.0095 866.927130 0.004578 1.30900002 127.991783 22.357319 127.906174 0.000000 0.000000
209 8.5489 866.935679 0.004578 1.30900002 127.991753 22.357317 127.906204 0.000000 0.000000
210 8.1128 866.943791 0.004578 1.30900002 127.991714 22.357315 127.906227 0.000000 0.000000
211 8.5701 866.952361 0.004578 1.30900002 127.991684 22.357315 127.906242 0.000000 0.000000
212 8.3864 866.960748 0.004578 1.30900002 127.991653 22.357313 127.906273 0.000000 0.000000
213 8.1394 866.968887 0.004578 1.30900002 127.991631 22.357313 127.906296 0.000000 0.000000
214 8.2187 866.977106 0.004578 1.30900002 127.991592 22.357311 127.906311 0.000000 0.000000
215 8.3792 866.985485 0.004578 1.30900002 127.991577 22.357309 127.906342 0.000000 0.000000
216 8.5681 866.994053 0.004578 1.30900002 127.991539 22.357309 127.906357 0.000000 0.000000
217 8.0412 867.002094 0.004578 1.30900002 127.991508 22.357306 127.906380 0.000000 0.000000
218 8.3137 867.010408 0.004578 1.30900002 127.991486 22.357306 127.906410 0.000000 0.000000
219 8.3879 867.018796 0.004578 1.30900002 127.991447 22.357306 127.906433 0.000000 0.000000
220 8.3307 867.027127 0.004578 1.30900002 127.991417 22.357304 127.906448 0.000000 0.000000
221 8.5557 867.035682 0.004578 1.30900002 127.991379 22.357304 127.906479 0.000000 0.000000
222 8.1974 867.043880 0.004578 1.30900002 127.991356 22.357304 127.906494 0.000000 0.000000
223 8.2055 867.052085 0.004578 1.30900002 127.991318 22.357300 127.906517 0.000000 0.000000
224 8.5846 867.060670 0.004578 1.30900002 127.991302 22.357300 127.906548 0.000000 0.000000
225 8.1922 867.068862 0.004578 1.30900002 127.991264 22.357298 127.906563 0.000000 0.000000
226 8.4781 867.077340 0.004578 1.30900002 127.991226 22.357296 127.906593 0.000000 0.000000
227 8.3572 867.085697 0.004578 1.30900002 127.991203 22.357296 127.906616 0.000000 0.000000
228 8.0931 867.093790 0.004578 1.30900002 127.991173 22.357294 127.906631 0.000000 0.000000
229 8.3379 867.102128 0.004578 1.30900002 127.991142 22.357296 127.906662 0.000000 0.000000
230 8.5457 867.110674 0.004578 1.30900002 127.991112 22.357292 127.906685 0.000000 0.000000
231 8.1046 867.118779 0.004578 1.30900002 127.991081 22.357290 127.906708 0.000000 0.000000
232 8.3077 867.127086 0.004578 1.30900002 127.991051 22.357292 127.906723 0.000000 0.000000
233 8.6043 867.135691 0.004951 1.30900002 127.991020 22.357290 127.906754 0.000000 0.000000
