# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
164 0.000000 0 0.7790 0.5268 0.3402 0.9627 0.3586 0.0000 805.066 27.684 293.839
165 0.000000 0 0.7789 0.5268 0.3402 0.9627 0.3586 0.0000 805.085 27.695 293.823
166 0.000000 0 0.7789 0.5268 0.3402 0.9627 0.3586 0.0000 805.104 27.707 293.806
167 0.000000 0 0.7789 0.5268 0.3402 0.9627 0.3586 0.0000 805.105 27.707 293.805
168 0.000000 0 0.7789 0.5269 0.3402 0.9627 0.3586 0.0000 805.131 27.723 293.781
169 0.000000 0 0.7789 0.5269 0.3402 0.9627 0.3586 0.0000 805.150 27.733 293.765
170 0.000000 0 0.7789 0.5269 0.3402 0.9627 0.3586 0.0000 805.150 27.734 293.764
171 0.000000 0 0.7789 0.5269 0.3402 0.9627 0.3586 0.0000 805.168 27.743 293.749
172 0.000000 0 0.7788 0.5270 0.3402 0.9627 0.3586 0.0000 805.187 27.753 293.732
173 0.000000 0 0.7788 0.5270 0.3402 0.9627 0.3586 0.0000 805.205 27.762 293.715
174 0.000000 0 0.7788 0.5270 0.3402 0.9627 0.3586 0.0000 805.206 27.762 293.715
175 0.000000 0 0.7788 0.5270 0.3402 0.9627 0.3586 0.0000 805.233 27.774 293.691
176 0.000000 0 0.7788 0.5271 0.3402 0.9627 0.3586 0.0000 805.251 27.782 293.674
177 0.000000 0 0.7788 0.5271 0.3402 0.9627 0.3586 0.0000 805.260 27.786 293.666
178 0.000000 0 0.7788 0.5271 0.3401 0.9627 0.3586 0.0000 805.279 27.794 293.649
179 0.000000 0 0.7787 0.5271 0.3401 0.9627 0.3586 0.0000 805.297 27.801 293.633
180 0.000000 0 0.7787 0.5271 0.3401 0.9627 0.3586 0.0000 805.298 27.801 293.632
181 0.000000 0 0.7787 0.5272 0.3401 0.9627 0.3586 0.0000 805.325 27.812 293.608
182 0.000000 0 0.7787 0.5272 0.3401 0.9627 0.3586 0.0000 805.339 27.817 293.596
183 0.000000 0 0.7787 0.5272 0.3401 0.9627 0.3586 0.0000 805.367 27.828 293.572
184 0.000000 0 0.7787 0.5273 0.3401 0.9627 0.3586 0.0000 805.368 27.828 293.571
185 0.000000 0 0.7786 0.5273 0.3401 0.9627 0.3586 0.0000 805.385 27.836 293.555
186 0.000000 0 0.7786 0.5273 0.3401 0.9627 0.3586 0.0000 805.414 27.847 293.531
187 0.000000 0 0.7786 0.5273 0.3401 0.9627 0.3586 0.0000 805.415 27.848 293.530
188 0.000000 0 0.7786 0.5274 0.3401 0.9627 0.3586 0.0000 805.451 27.864 293.499
189 0.000000 0 0.7786 0.5274 0.3401 0.9627 0.3586 0.0000 805.452 27.865 293.498
190 0.000000 0 0.7786 0.5274 0.3401 0.9627 0.3586 0.0000 805.470 27.873 293.483
191 0.000000 0 0.7785 0.5274 0.3401 0.9627 0.3586 0.0000 805.489 27.883 293.468
192 0.000000 0 0.7785 0.5275 0.3401 0.9627 0.3586 0.0000 805.508 27.893 293.452
193 0.000000 0 0.7785 0.5275 0.3401 0.9627 0.3586 0.0000 805.518 27.898 293.444
194 0.000000 0 0.7785 0.5275 0.3401 0.9627 0.3586 0.0000 805.546 27.914 293.421
195 0.000000 0 0.7785 0.5275 0.3401 0.9627 0.3586 0.0000 805.547 27.915 293.420
196 0.000000 0 0.7785 0.5276 0.3401 0.9627 0.3586 0.0000 805.566 27.926 293.405
197 0.000000 0 0.7784 0.5276 0.3401 0.9627 0.3586 0.0000 805.595 27.943 293.382
198 0.000000 0 0.7784 0.5276 0.3401 0.9627 0.3586 0.0000 805.615 27.955 293.367
199 0.000000 0 0.7784 0.5276 0.3401 0.9627 0.3586 0.0000 805.624 27.961 293.359
200 0.000000 0 0.7784 0.5277 0.3401 0.9627 0.3586 0.0000 805.653 27.980 293.336
201 0.000000 0 0.7784 0.5277 0.3401 0.9627 0.3586 0.0000 805.654 27.980 293.336
202 0.000000 0 0.7784 0.5277 0.3401 0.9627 0.3586 0.0000 805.683 27.999 293.313
203 0.000000 0 0.7784 0.5277 0.3401 0.9627 0.3586 0.0000 805.683 27.999 293.313
204 0.000000 0 0.7783 0.5278 0.3401 0.9627 0.3586 0.0000 805.717 28.020 293.287
205 0.000000 0 0.7783 0.5278 0.3401 0.9627 0.3586 0.0000 805.732 28.029 293.276
206 0.000000 0 0.7783 0.5278 0.3400 0.9627 0.3586 0.0000 805.752 28.041 293.260
207 0.000000 0 0.7783 0.5278 0.3400 0.9627 0.3586 0.0000 805.761 28.047 293.253
208 0.000000 0 0.7783 0.5279 0.3400 0.9627 0.3586 0.0000 805.771 28.053 293.245
209 0.000000 0 0.7783 0.5279 0.3400 0.9627 0.3586 0.0000 805.791 28.064 293.230
210 0.000000 0 0.7783 0.5279 0.3400 0.9627 0.3586 0.0000 805.801 28.070 293.222
211 0.000000 0 0.7782 0.5279 0.3400 0.9627 0.3586 0.0000 805.821 28.080 293.207
212 0.000000 0 0.7782 0.5279 0.3400 0.9627 0.3586 0.0000 805.831 28.085 293.199
213 0.000000 0 0.7782 0.5280 0.3400 0.9627 0.3586 0.0000 805.850 28.095 293.184
214 0.000000 0 0.7782 0.5280 0.3400 0.9627 0.3586 0.0000 805.879 28.109 293.161
215 0.000000 0 0.7782 0.5280 0.3400 0.9627 0.3586 0.0000 805.880 28.109 293.161
216 0.000000 0 0.7782 0.5281 0.3400 0.9627 0.3586 0.0000 805.909 28.122 293.138
217 0.000000 0 0.7781 0.5281 0.3400 0.9627 0.3586 0.0000 805.938 28.134 293.115
218 0.000000 0 0.7781 0.5281 0.3400 0.9627 0.3586 0.0000 805.939 28.135 293.114
219 0.000000 0 0.7781 0.5281 0.3400 0.9627 0.3586 0.0000 805.957 28.142 293.100
220 0.000000 0 0.7781 0.5282 0.3400 0.9627 0.3586 0.0000 805.967 28.146 293.092
221 0.000000 0 0.7781 0.5282 0.3400 0.9627 0.3586 0.0000 805.986 28.154 293.076
222 0.000000 0 0.7781 0.5282 0.3400 0.9627 0.3586 0.0000 806.005 28.161 293.060
223 0.000000 0 0.7781 0.5282 0.3400 0.9627 0.3586 0.0000 806.023 28.169 293.045
224 0.000000 0 0.7780 0.5283 0.3400 0.9627 0.3586 0.0000 806.042 28.177 293.029
225 0.000000 0 0.7780 0.5283 0.3400 0.9627 0.3586 0.0000 806.061 28.184 293.013
226 0.000000 0 0.7780 0.5283 0.3400 0.9627 0.3586 0.0000 806.062 28.185 293.012
227 0.000000 0 0.7780 0.5284 0.3400 0.9627 0.3586 0.0000 806.098 28.201 292.980
228 0.000000 0 0.7780 0.5284 0.3400 0.9627 0.3586 0.0000 806.117 28.210 292.965
229 0.000000 0 0.7779 0.5284 0.3400 0.9627 0.3586 0.0000 806.140 28.218 292.954
230 0.000000 0 0.7779 0.5284 0.3400 0.9627 0.3586 0.0000 806.140 28.218 292.953
231 0.000000 0 0.7779 0.5284 0.3400 0.9627 0.3586 0.0000 806.163 28.227 292.944
232 0.000000 0 0.7779 0.5285 0.3400 0.9627 0.3586 0.0000 806.188 28.236 292.934
233 0.000000 0 0.7779 0.5285 0.3400 0.9627 0.3586 0.0000 806.222 28.250 292.917
234 0.000000 0 0.7779 0.5285 0.3400 0.9627 0.3586 0.0000 806.244 28.260 292.903
235 0.000000 0 0.7778 0.5286 0.3399 0.9627 0.3586 0.0000 806.265 28.270 292.890
236 0.000000 0 0.7778 0.5286 0.3399 0.9627 0.3586 0.0000 806.297 28.286 292.869
237 0.000000 0 0.7778 0.5286 0.3399 0.9627 0.3586 0.0000 806.299 28.287 292.869
238 0.000000 0 0.7778 0.5286 0.3399 0.9627 0.3586 0.0000 806.319 28.297 292.856
